Event,Zone,Region,Category,Start Date,End Date,Year,Insured Cost,NSW,VIC,QLD,ACT,TAS,SA,NT,WA,Waters
Shipwreck - Lacepede Island,Western Australia,Broome,Maritime/Coastal,1935-03-26,1935-03-26,1935,700000.0,0,0,0,0,0,0,0,1,0
Shipwreck - Coramba,Victoria,Warrnambool (VIC),Maritime/Coastal,1934-11-29,1934-11-30,1934,700000.0,0,1,0,0,0,0,0,0,0
Shipwreck - Christina Fraser,Victoria,Cooma (VIC),Maritime/Coastal,1933-06-24,1933-06-24,1933,700000.0,0,1,0,0,0,0,0,0,0
Shipwreck - Casino,Victoria,Wilsons Promontory,Maritime/Coastal,1932-07-10,1932-07-10,1932,700000.0,0,1,0,0,0,0,0,0,0
Shipwreck - Greycliffe,New South Wales,Sydney,Maritime/Coastal,1927-11-03,1927-11-03,1927,700000.0,1,0,0,0,0,0,0,0,0
Shipwreck - Wyrallah,Victoria,Wilsons Promontory,Maritime/Coastal,1924-04-08,1924-04-08,1924,700000.0,0,1,0,0,0,0,0,0,0
Shipwreck - S.S. Douglas Mawson,Offshore,Territorial Waters,Maritime/Coastal,1923-03-29,1923-03-29,1923,700000.0,0,0,0,0,0,0,0,0,1
Shipwreck - Southern Cross,Tasmania,Launceston,Maritime/Coastal,1920-09-12,1920-09-12,1920,700000.0,0,0,0,0,1,0,0,0,0
Shipwreck - Amelia J,Victoria,Cooma (VIC),Maritime/Coastal,1920-08-21,1920-08-21,1920,700000.0,0,1,0,0,0,0,0,0,0
Shipwreck - Pareora,South Australia,Adelaide,Maritime/Coastal,1919-09-19,1919-09-19,1919,700000.0,0,0,0,0,0,1,0,0,0
"Shipwreck - Afric, Harriet, Leila, Opal",Northern Territory,Melville Island,Maritime/Coastal,1915-02-25,1915-02-25,1915,700000.0,0,0,0,0,0,0,1,0,0
Shipwreck - Antares,Victoria,Warrnambool (VIC),Maritime/Coastal,1914-11-01,1914-11-01,1914,700000.0,0,1,0,0,0,0,0,0,0
Shipwreck - Candidate ,New South Wales,Lismore (NSW),Maritime/Coastal,1912-07-14,1912-07-14,1912,700000.0,1,0,0,0,0,0,0,0,0
"Maritime/Coastal - SS Rosedale Shipwreck, NSW 1911 ",New South Wales,Crowdy Head,Maritime/Coastal,1911-09-01,,1911,700000.0,1,0,0,0,0,0,0,0,0
Shipwreck - Glenelg,Victoria,Cooma (VIC),Maritime/Coastal,1911-03-25,1911-03-25,1911,700000.0,0,1,0,0,0,0,0,0,0
Shipwreck - Yongala ,Queensland,Ayr,Maritime/Coastal,1911-03-23,1911-03-23,1911,700000.0,0,0,1,0,0,0,0,0,0
Shipwreck - Errol Middleton Reef,New South Wales,Lismore (NSW),Maritime/Coastal,1909-06-18,1909-07-12,1909,700000.0,1,0,0,0,0,0,0,0,0
Shipwreck - Loch Lomond,New South Wales,Sydney,Maritime/Coastal,1908-07-19,1908-07-19,1908,700000.0,1,0,0,0,0,0,0,0,0
Shipwreck - Orion,Tasmania,Launceston,Maritime/Coastal,1908-05-06,1908-05-06,1908,700000.0,0,0,0,0,1,0,0,0,0
Shipwreck - Alfhild,Tasmania,Hobart,Maritime/Coastal,1907-10-10,1907-10-10,1907,700000.0,0,0,0,0,1,0,0,0,0
Shipwreck - Kawatiri,Tasmania,Launceston,Maritime/Coastal,1907-08-13,1907-08-13,1907,700000.0,0,0,0,0,1,0,0,0,0
Shipwreck - Brier Holme,Tasmania,Hobart,Maritime/Coastal,1904-11-05,1904-11-05,1904,700000.0,0,0,0,0,1,0,0,0,0
Shipwreck - Acacia,Tasmania,Hobart,Maritime/Coastal,1904-06-20,1904-06-20,1904,700000.0,0,0,0,0,1,0,0,0,0
Shipwreck - Edward Lombe,New South Wales,Sydney,Maritime/Coastal,1834-08-25,,1834,700000.0,1,0,0,0,0,0,0,0,0
Shipwreck - The Rip Shipwwreck ,Victoria,Port Phillip Heads,Maritime/Coastal,1873-07-18,,1873,700000.0,0,1,0,0,0,0,0,0,0
Shipwreck - Federal,Victoria,Cooma (VIC),Maritime/Coastal,1901-03-21,1901-03-21,1901,700000.0,0,1,0,0,0,0,0,0,0
"Tornado - Bundaberg, Queensland 2013",Queensland,Bundaberg,Tornado,2013-01-26,2013-01-26,2013,89000000.0,0,0,1,0,0,0,0,0,0
Tornado - Kin Kin,Queensland,Brisbane,Tornado,1971-08-14,1971-08-14,1971,20353129.0,0,0,1,0,0,0,0,0,0
Transport - Redfern Train Collision,New South Wales,Sydney,Transport,1894-10-31,1894-10-31,1894,700000.0,1,0,0,0,0,0,0,0,0
Transport - Cootamundra Train Derailment,New South Wales,Wollongong,Transport,1885-01-25,1885-01-25,1885,700000.0,1,0,0,0,0,0,0,0,0
Transport - Brisbane River Ferry Sinking,Queensland,Brisbane,Transport,1896-02-13,1896-02-13,1896,700000.0,0,0,1,0,0,0,0,0,0
"Transport – Emu Plains Train Collision, New South Wales 1878",New South Wales,Emu Plains,Transport,1878-01-30,1878-01-30,1878,700000.0,1,0,0,0,0,0,0,0,0
"Transport – Aircraft crash, Caboolture Queensland 2014",Queensland,Caboolture,Transport,2014-03-22,,2014,68500000.0,0,0,1,0,0,0,0,0,0
Transport – Laos plane crash 2013,Offshore,Outside Territorial Waters,Transport,2013-10-16,2013-10-16,2013,89000000.0,0,0,0,0,0,0,0,0,1
Transport - Papua New Guinea Plane Crash,Offshore,Outside Territorial Waters,Transport,2009-08-11,2009-08-11,2009,48000000.0,0,0,0,0,0,0,0,0,1
Transport - Taxi and Truck Collision ,Northern Territory,Darwin,Transport,2012-11-08,2012-11-08,2012,124688000.0,0,0,0,0,0,0,1,0,0
Transport - Kerang Train and Truck Collision,Victoria,Swan Hill (VIC),Transport,2007-06-05,2007-06-05,2007,57450000.0,0,1,0,0,0,0,0,0,0
Transport â€“ Sydney Ferry Accident,New South Wales,Sydney,Transport,2007-03-28,2007-03-28,2007,57450000.0,1,0,0,0,0,0,0,0,0
Transport - Burnley Tunnel Fire ,Victoria,Melbourne,Transport,2007-03-23,2007-03-23,2007,57450000.0,0,1,0,0,0,0,0,0,0
Transport - Plane Crash Indonesia,Offshore,Outside Territorial Waters,Transport,2007-03-07,2007-03-07,2007,57450000.0,0,0,0,0,0,0,0,0,1
Transport - Trawalla Train and Truck Collision,Victoria,Melbourne,Transport,2006-04-28,2006-04-28,2006,22000000.0,0,1,0,0,0,0,0,0,0
Transport - Egypt Bus Crash,Offshore,Outside Territorial Waters,Transport,2006-01-10,2006-01-10,2006,22000000.0,0,0,0,0,0,0,0,0,1
"Transport - Bundaberg Backpacker mini-bus accident, Queensland 2005",Queensland,Bundaberg,Transport,2005-09-10,,2005,53200000.0,0,0,1,0,0,0,0,0,0
Transport -Mini Bus accident on Jamberoo Mountain Road,New South Wales,Wollongong,Transport,2005-09-05,2005-09-05,2005,53200000.0,1,0,0,0,0,0,0,0,0
Transport - Lockhart River Plane Crash ,Queensland,Weipa,Transport,2005-05-07,2005-05-07,2005,53200000.0,0,0,1,0,0,0,0,0,0
Transport - Navy Helicopter Accident,Offshore,Outside Territorial Waters,Transport,2005-04-02,2005-04-02,2005,53200000.0,0,0,0,0,0,0,0,0,1
Transport - Bundaberg Tilt Train Derailment,Queensland,Bundaberg,Transport,2004-11-15,2004-11-15,2004,28500000.0,0,0,1,0,0,0,0,0,0
"Transport - Bus Accident, Burnley Tunnel",Victoria,Melbourne,Transport,2004-09-17,2004-09-17,2004,28500000.0,0,1,0,0,0,0,0,0,0
"Transport - St Albans, Train and Car Collision",Victoria,Melbourne,Transport,2004-08-05,2004-08-05,2004,28500000.0,0,1,0,0,0,0,0,0,0
Transport â€“ Sydney Bus Accident,Victoria,Sydney,Transport,2004-04-03,2004-04-03,2004,28500000.0,0,1,0,0,0,0,0,0,0
Transport - Ballan Train Collision and Derailment,Victoria,Melbourne,Transport,2003-11-15,2003-11-15,2003,25000000.0,0,1,0,0,0,0,0,0,0
Transport - Waterfall Train Crash,New South Wales,Sydney,Transport,2003-01-31,2003-01-31,2003,25000000.0,1,0,0,0,0,0,0,0,0
"Transport - Salisbury - Train, Bus and Car Collision",South Australia,Adelaide,Transport,2002-10-24,2002-10-24,2002,10000000.0,0,0,0,0,0,1,0,0,0
Transport - Benalla Train Derailment,Victoria,Melbourne,Transport,2002-10-13,2002-10-13,2002,10000000.0,0,1,0,0,0,0,0,0,0
Transport - Albury Bus Crash,New South Wales,Canberra (NSW),Transport,2002-05-02,2002-05-02,2002,10000000.0,1,0,0,0,0,0,0,0,0
Transport - Wandandian bus crash,New South Wales,Wollongong,Transport,2001-02-01,2001-02-01,2001,30000000.0,1,0,0,0,0,0,0,0,0
Transport - Barossa Valley School Bus Crash,South Australia,Adelaide,Transport,2001-01-29,2001-01-29,2001,30000000.0,0,0,0,0,0,1,0,0,0
Transport - Newman Police Aircraft Crash,Western Australia,Tom Price,Transport,2001-01-26,2001-01-26,2001,30000000.0,0,0,0,0,0,0,0,1,0
Transport - Capricorn Helicopter Rescue Crash,Queensland,Rockhampton,Transport,2000-07-24,2000-07-24,2000,12000000.0,0,0,1,0,0,0,0,0,0
Transport - Spencer Gulf Light Aircraft Crash,South Australia,Whyalla,Transport,2000-05-31,2000-05-31,2000,12000000.0,0,0,0,0,0,1,0,0,0
Transport - Glenbrook (Blue Mountains) Railway Accident,New South Wales,Sydney,Transport,1999-12-02,1999-12-02,1999,40000000.0,1,0,0,0,0,0,0,0,0
"Transport - Gulf of Carpentaria Light Aircraft Crash, Queensland 1999",Queensland,Gulf of Carpentaria,Transport,1999-11-24,1999-11-24,1999,40000000.0,0,0,1,0,0,0,0,0,0
Transport - Zanthus Rail Collision ,Western Australia,Rawlinna,Transport,1999-08-18,1999-08-18,1999,40000000.0,0,0,0,0,0,0,0,1,0
Transport - Fiji Air Crash,Offshore,Outside Territorial Waters,Transport,1999-07-24,1999-07-24,1999,40000000.0,0,0,0,0,0,0,0,0,1
Transport - Eastern Highlands Papua New Guinea Plane Crash,Offshore,Outside Territorial Waters,Transport,1999-06-17,1999-06-17,1999,40000000.0,0,0,0,0,0,0,0,0,1
"Transport - Torres Strait plane crash, Queensland 1999",Queensland,Torres Strait,Transport,1999-01-16,,1999,40000000.0,0,0,1,0,0,0,0,0,0
Transport - Albury Coach and Truck Collision,New South Wales,Canberra (NSW),Transport,1998-08-13,1998-08-13,1998,23000000.0,1,0,0,0,0,0,0,0,0
Transport - Bookham Coach Semi-Trailer Collision,New South Wales,Canberra (NSW),Transport,1998-08-07,1998-08-07,1998,23000000.0,1,0,0,0,0,0,0,0,0
Transport - Black Hawk Air Collision,Queensland,Townsville,Transport,1996-06-12,1996-06-12,1996,15000000.0,0,0,1,0,0,0,0,0,0
Transport - Albany Light Aircraft Crash,Western Australia,Albany,Transport,1996-03-13,1996-03-13,1996,15000000.0,0,0,0,0,0,0,0,1,0
Transport - Merredin Rail Collision,Western Australia,Merredin,Transport,1996-01-13,1996-01-13,1996,10000000.0,0,0,0,0,0,0,0,1,0
"Transport - Williamtown to Lord Howe Island, Light Aircraft Crash",New South Wales,Cooma (NSW),Transport,1994-10-02,1994-10-02,1994,37000000.0,1,0,0,0,0,0,0,0,0
Transport - Boondall (Brisbane) Bus Crash,Queensland,Brisbane,Transport,1994-10-01,1994-10-01,1994,37000000.0,0,0,1,0,0,0,0,0,0
Transport - Wangaratta Truck and Bus Collision,Victoria,Melbourne,Transport,1993-11-01,1993-11-01,1993,59000000.0,0,1,0,0,0,0,0,0,0
Transport - Mt Tamborine Bus Crash,Queensland,Brisbane,Transport,1990-09-25,1990-09-25,1990,32000000.0,0,0,1,0,0,0,0,0,0
Transport - Mt Emerald Jet Aircraft Crash,Queensland,Cairns,Transport,1990-05-11,1990-05-11,1990,32000000.0,0,0,1,0,0,0,0,0,0
Transport - Brooklyn NSW Train Collision ,New South Wales,Sydney,Transport,1990-05-06,1990-05-06,1990,32000000.0,1,0,0,0,0,0,0,0,0
Transport - Clybucca Flat (near Kempsey) Bus Collision,New South Wales,Tamworth,Transport,1989-12-22,1989-12-22,1989,26000000.0,1,0,0,0,0,0,0,0,0
Transport - Syndal Train Collision,Victoria,Melbourne,Transport,1989-11-20,1989-11-20,1989,26000000.0,0,1,0,0,0,0,0,0,0
Transport - Cowper (near Grafton) Bus and Semi Trailer Collision,New South Wales,Lismore (NSW),Transport,1989-10-20,1989-10-20,1989,26000000.0,1,0,0,0,0,0,0,0,0
Transport - Adelaide - Bus Collision,South Australia,Adelaide,Transport,1989-10-02,1989-10-02,1989,26000000.0,0,0,0,0,0,1,0,0,0
Transport - Hot Air Balloon Crash,Northern Territory,Alice Springs,Transport,1989-08-13,1989-08-13,1989,26000000.0,0,0,0,0,0,0,1,0,0
Transport - Leonora Light Aircraft Crash,Western Australia,Leonora,Transport,1988-12-16,1988-12-16,1988,20000000.0,0,0,0,0,0,0,0,1,0
Transport - Bundaberg Air Ambulance Crash ,Queensland,Bundaberg,Transport,1987-06-21,1987-06-21,1987,89000000.0,0,0,1,0,0,0,0,0,0
Transport - Gordonvale/Cairns Bus Crash,Queensland,Cairns,Transport,1987-02-04,1987-02-04,1987,89000000.0,0,0,1,0,0,0,0,0,0
Transport - Essendon Air ambulance Crash,Victoria,Melbourne,Transport,1986-09-03,1986-09-03,1986,35000000.0,0,1,0,0,0,0,0,0,0
"Transport - Light Aircraft Crash, Victoria ",Victoria,Gisbourne,Transport,1999-12-01,1999-12-01,1999,40000000.0,0,1,0,0,0,0,0,0,0
Transport - Koolan Island Light Aircraft Crash,Western Australia,Derby,Transport,1984-12-23,1984-12-23,1984,52500000.0,0,0,0,0,0,0,0,1,0
Transport - Goulburn Light Aircraft Crash ,New South Wales,Wollongong,Transport,1984-05-15,1984-05-15,1984,52500000.0,1,0,0,0,0,0,0,0,0
Transport - El Alamein Helicopter Crash,South Australia,Whyalla,Transport,1978-11-25,1978-11-25,1978,15000000.0,0,0,0,0,0,1,0,0,0
"Transport - Essendon Melbourne, Light Aircraft Crash",Victoria,Melbourne,Transport,1978-07-10,1978-07-10,1978,15000000.0,0,1,0,0,0,0,0,0,0
Transport - Granville Rail Disaster,New South Wales,Sydney,Transport,1977-01-18,1977-01-18,1977,12000000.0,1,0,0,0,0,0,0,0,0
Transport - Parafield Light Aircraft Collision,South Australia,Adelaide,Transport,1976-02-01,1976-02-01,1976,372000000.0,0,0,0,0,0,1,0,0,0
Transport - Bankstown Light Aircraft Collision ,New South Wales,Sydney,Transport,1974-03-13,1974-03-13,1974,68000000.0,1,0,0,0,0,0,0,0,0
"Transport - Tumut Ponds Bus crash, NSW 1973 ",New South Wales,Tumut Ponds,Transport,1973-09-01,,1973,30000000.0,1,0,0,0,0,0,0,0,0
Transport - Golden Grove Light Aircraft Crash,South Australia,Adelaide,Transport,1972-07-13,1972-07-13,1972,700000.0,0,0,0,0,0,1,0,0,0
Transport - Leigh Creek Light Aircraft Crash,South Australia,Leigh Creek,Transport,1972-01-25,1972-01-25,1972,700000.0,0,0,0,0,0,1,0,0,0
Wasleys train and bus crash,South Australia,Wasleys,Transport,1970-04-12,,1970,12000000.0,0,0,0,0,0,1,0,0,0
Transport - Parafield Region Light Aircraft Crash,South Australia,Adelaide,Transport,1969-02-08,1969-02-08,1969,700000.0,0,0,0,0,0,1,0,0,0
"Violet Town train collision, 1969",Victoria,Violet Town,Transport,1969-02-07,,1969,700000.0,0,1,0,0,0,0,0,0,0
Transport - Southern Aurora,Victoria,Melbourne,Transport,1969-02-07,1969-02-07,1969,700000.0,0,1,0,0,0,0,0,0,0
Transport - Port Hedland Aircraft Crash,Western Australia,Port Hedland,Transport,1968-12-31,1968-12-31,1968,2250000.0,0,0,0,0,0,0,0,1,0
Transport - Winton Aircraft Accident,Queensland,Winton,Transport,1966-09-22,1966-09-22,1966,700000.0,0,0,1,0,0,0,0,0,0
Transport - Guerie Rail Collision,New South Wales,Dubbo,Transport,1963-08-23,1963-08-23,1963,700000.0,1,0,0,0,0,0,0,0,0
Transport - Sydney Airliner Crash ,New South Wales,Sydney,Transport,1961-11-30,1961-11-30,1961,700000.0,1,0,0,0,0,0,0,0,0
Transport - Mackay Aircraft Crash,Queensland,Mackay,Transport,1960-06-10,1960-06-10,1960,700000.0,0,0,1,0,0,0,0,0,0
Transport - Bogantungan Railway Accident,Queensland,Clermont,Transport,1960-02-26,1960-02-26,1960,700000.0,0,0,1,0,0,0,0,0,0
Transport - Wallumbilla Rail Collision,Queensland,Roma,Transport,1956-12-01,1956-12-01,1956,700000.0,0,0,1,0,0,0,0,0,0
Transport - Sydenham (Sydney) Train Collision,New South Wales,Sydney,Transport,1953-12-19,1953-12-19,1953,700000.0,1,0,0,0,0,0,0,0,0
Transport - Boronia Bus and Train Collision,Victoria,Melbourne,Transport,1952-06-01,1952-06-01,1952,700000.0,0,1,0,0,0,0,0,0,0
Transport - Berala Rail Collision,New South Wales,Sydney,Transport,1952-05-07,1952-05-07,1952,700000.0,1,0,0,0,0,0,0,0,0
Transport - Horsham Train and Bus Collision,Victoria,Mount Gambier (VIC),Transport,1951-02-24,1951-02-24,1951,700000.0,0,1,0,0,0,0,0,0,0
Transport - York Aircraft Crash,Western Australia,Perth,Transport,1950-06-27,1950-06-27,1950,700000.0,0,0,0,0,0,0,0,1,0
Transport - Perth Aircraft Crash,Western Australia,Perth,Transport,1949-07-02,1949-07-02,1949,700000.0,0,0,0,0,0,0,0,1,0
Transport - Spit Bridge Bus Crash,New South Wales,Sydney,Transport,1949-05-30,1949-05-30,1949,700000.0,1,0,0,0,0,0,0,0,0
Transport - Coolangatta Aircraft Crash,Queensland,Lismore (QLD),Transport,1949-03-10,1949-03-10,1949,700000.0,0,0,1,0,0,0,0,0,0
Transport - Rocky Ponds Train Derailment,New South Wales,Canberra (NSW),Transport,1948-06-30,1948-06-30,1948,700000.0,1,0,0,0,0,0,0,0,0
Transport - Tamaree Train Crash,Queensland,Bundaberg,Transport,1947-10-18,1947-10-18,1947,700000.0,0,0,1,0,0,0,0,0,0
Transport - Camp Mountain (Dayboro) Train Derailment,Queensland,Brisbane,Transport,1947-05-05,1947-05-05,1947,700000.0,0,0,1,0,0,0,0,0,0
Transport - Balgowlah Bus Crash,New South Wales,Sydney,Transport,1947-03-10,1947-03-10,1947,700000.0,1,0,0,0,0,0,0,0,0
"Transport - Aircraft crash, Seven Mile Beach, 1946",Tasmania,Seven Mile Beach,Transport,1946-03-10,,1946,700000.0,0,0,0,0,1,0,0,0,0
Transport - Copley Rail Collision,South Australia,Leigh Creek,Transport,1944-05-11,1944-05-11,1944,700000.0,0,0,0,0,0,1,0,0,0
Transport - Brooklyn Train and Bus Collision,New South Wales,Sydney,Transport,1944-01-20,1944-01-20,1944,700000.0,1,0,0,0,0,0,0,0,0
Transport - Wodonga Train and Bus Collision,Victoria,Cooma (VIC),Transport,1943-05-08,1943-05-08,1943,700000.0,0,1,0,0,0,0,0,0,0
Transport - Dandenongs Aircraft Crash,Victoria,Melbourne,Transport,1938-10-25,1938-10-25,1938,700000.0,0,1,0,0,0,0,0,0,0
Transport - Capsized Ferry Rodney,New South Wales,Sydney,Transport,1938-02-13,1938-02-13,1938,700000.0,1,0,0,0,0,0,0,0,0
"Transport - Southern Cloud Crash, NSW 1931 ",New South Wales,Tumbarumba,Transport,1931-03-01,,1931,700000.0,1,0,0,0,0,0,0,0,0
Transport - Koo-Wee-Rup Rail Collision,Victoria,Melbourne,Transport,1928-12-24,1928-12-24,1928,700000.0,0,1,0,0,0,0,0,0,0
Transport - Sydney Harbour Ferry Collision,New South Wales,Sydney,Transport,1927-11-03,1927-11-03,1927,700000.0,1,0,0,0,0,0,0,0,0
Transport - Murulla Train Accident ,New South Wales,Tamworth,Transport,1926-09-13,1926-09-13,1926,700000.0,1,0,0,0,0,0,0,0,0
Transport - Aberdeen Bridge Collapse,New South Wales,Sydney,Transport,1926-06-10,1926-06-10,1926,700000.0,1,0,0,0,0,0,0,0,0
Transport - Traveston Train Derailment,Queensland,Brisbane,Transport,1925-06-07,1925-06-07,1925,700000.0,0,0,1,0,0,0,0,0,0
Transport - Wokalup Train Crash,Western Australia,Bunbury,Transport,1920-11-06,1920-11-06,1920,700000.0,0,0,0,0,0,0,0,1,0
Transport - Hurstville Rail Accident ,New South Wales,Sydney,Transport,1920-08-03,1920-08-03,1920,700000.0,1,0,0,0,0,0,0,0,0
Transport - Exeter Train Collision,New South Wales,Wollongong,Transport,1914-03-16,1914-03-16,1914,700000.0,1,0,0,0,0,0,0,0,0
"Transport – Toowoomba Train Collision, Queensland 1913",Queensland,Brisbane,Transport,1913-01-30,1913-01-30,1913,700000.0,0,0,1,0,0,0,0,0,0
Transport - Richmond Rail Collision,Victoria,Melbourne,Transport,1910-07-18,1910-07-18,1910,700000.0,0,1,0,0,0,0,0,0,0
Transport - Beaufort Train Derailment,Victoria,Melbourne,Transport,1910-02-05,1910-02-05,1910,700000.0,0,1,0,0,0,0,0,0,0
Transport - Sunshine Rail Collision,Victoria,Melbourne,Transport,1908-04-20,1908-04-20,1908,700000.0,0,1,0,0,0,0,0,0,0
Transport - Belgrave Train Derailment,Victoria,Melbourne,Transport,1908-01-28,1908-01-28,1908,700000.0,0,1,0,0,0,0,0,0,0
Transport - Sydenham Train Derailment ,New South Wales,Sydney,Transport,1901-02-15,1901-02-15,1901,700000.0,1,0,0,0,0,0,0,0,0
"Tsunami - Samoa, American Samoa and Tonga",Offshore,Outside Territorial Waters,Tsunami,2009-09-29,2009-09-29,2009,48000000.0,0,0,0,0,0,0,0,0,1
Tsunami - Indian Ocean,Offshore,Outside Territorial Waters,Tsunami,2004-12-26,2004-12-26,2004,28500000.0,0,0,0,0,0,0,0,0,1
Urban Fire - Quakers Hill Nursing Home,New South Wales,Sydney,Urban Fire,2011-11-18,2011-11-18,2011,122465000.0,1,0,0,0,0,0,0,0,0
Urban Fire - Slacks Creek House Fire,Queensland,Brisbane,Urban Fire,2011-08-24,2011-08-24,2011,122465000.0,0,0,1,0,0,0,0,0,0
Urban Fire - Myer Store Hobart,Tasmania,Hobart,Urban Fire,2007-09-22,2007-09-22,2007,57450000.0,0,0,0,0,1,0,0,0,0
Urban Fire - Melbourne Warehouse,Victoria,Melbourne,Urban Fire,2004-11-12,2004-11-12,2004,20000000.0,0,1,0,0,0,0,0,0,0
"Urban Fire - Mitcham Shopping Centre, Adelaide",South Australia,Adelaide,Urban Fire,2004-08-22,2004-08-22,2004,25000000.0,0,0,0,0,0,1,0,0,0
Urban Fire - Brisbane Boarding House ,Queensland,Brisbane,Urban Fire,2002-08-18,2002-08-18,2002,10000000.0,0,0,1,0,0,0,0,0,0
Urban Fire - Childers Backpacker ,Queensland,Bundaberg,Urban Fire,2000-06-23,2000-06-23,2000,12000000.0,0,0,1,0,0,0,0,0,0
Urban Fire - Kew Cottages,Victoria,Melbourne,Urban Fire,1996-04-08,1996-04-08,1996,15000000.0,0,1,0,0,0,0,0,0,0
Urban Fire - Dungog Hostel Fire,New South Wales,Sydney,Urban Fire,1991-08-02,1991-08-02,1991,22500000.0,1,0,0,0,0,0,0,0,0
Urban Fire - Noble Park Melbourne,Victoria,Melbourne,Urban Fire,1991-01-01,1991-01-01,1991,22500000.0,0,1,0,0,0,0,0,0,0
Urban Fire - Oakdale Guesthouse Ipswich,Queensland,Brisbane,Urban Fire,1990-12-29,1990-12-29,1990,32000000.0,0,0,1,0,0,0,0,0,0
"Urban Fire – Kings Cross, New South Wales 1989",New South Wales,Sydney,Urban Fire,1989-09-17,1989-09-17,1989,26000000.0,1,0,0,0,0,0,0,0,0
Urban Fire - Kings Cross,New South Wales,Sydney,Urban Fire,1981-08-25,1981-08-25,1981,20000000.0,1,0,0,0,0,0,0,0,0
Urban Fire - Sydney Luna Park,New South Wales,Sydney,Urban Fire,1979-06-09,1979-06-09,1979,12500000.0,1,0,0,0,0,0,0,0,0
Urban Fire - Melbourne Hostel,Victoria,Melbourne,Urban Fire,1966-08-13,1966-08-13,1966,700000.0,0,1,0,0,0,0,0,0,0
Urban Fire - Somers Hospital Fire,Victoria,Wilsons Promontory,Urban Fire,1952-09-09,1952-09-09,1952,700000.0,0,1,0,0,0,0,0,0,0
Urban Fire - Adelaide Café fire ,South Australia,Adelaide,Urban Fire,1948-10-27,1948-10-27,1948,700000.0,0,0,0,0,0,1,0,0,0
