Event,Zone,Region,Category,Start Date,End Date,Year,Insured Cost,NSW,VIC,QLD,ACT,TAS,SA,NT,WA,Waters
Health - National Heatwave,National,Adelaide,Health,1939-12-01,1940-02-28,1939,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,National,Perth,Health,1939-12-01,1940-02-28,1939,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,National,Darwin,Health,1939-12-01,1940-02-28,1939,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,National,Hobart,Health,1939-12-01,1940-02-28,1939,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,National,Melbourne,Health,1939-12-01,1940-02-28,1939,700000.0,1,1,1,1,1,1,1,1,0
Health- South Eastern Australia Heatwave,"New South Wales , South Australia , Victoria",Sydney,Health,1939-01-01,1939-01-16,1939,700000.0,1,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"New South Wales , South Australia , Victoria",Adelaide,Health,1939-01-01,1939-01-16,1939,700000.0,1,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"New South Wales , South Australia , Victoria",Ceduna,Health,1939-01-01,1939-01-16,1939,700000.0,1,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"New South Wales , South Australia , Victoria",Melbourne,Health,1939-01-01,1939-01-16,1939,700000.0,1,1,0,0,0,1,0,0,0
Health - Melbourne and Northern Victoria Legionnaires' Disease Outbreak,Victoria,Melbourne,Health,2000-04-11,2000-04-27,2000,12000000.0,0,1,0,0,0,0,0,0,0
Health - Food Poisoning Outbreak,South Australia,Adelaide,Health,1994-11-01,1995-02-01,1994,37000000.0,0,0,0,0,0,1,0,0,0
Health - Poliomyelitis,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Brisbane,Health,1930-01-01,1959-01-01,1930,700000.0,1,1,1,1,1,1,1,1,0
Health - Poliomyelitis,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Sydney,Health,1930-01-01,1959-01-01,1930,700000.0,1,1,1,1,1,1,1,1,0
Health - Poliomyelitis,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Canberra (ACT),Health,1930-01-01,1959-01-01,1930,700000.0,1,1,1,1,1,1,1,1,0
Health - Poliomyelitis,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Adelaide,Health,1930-01-01,1959-01-01,1930,700000.0,1,1,1,1,1,1,1,1,0
Health - Poliomyelitis,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Perth,Health,1930-01-01,1959-01-01,1930,700000.0,1,1,1,1,1,1,1,1,0
Health - Poliomyelitis,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Darwin,Health,1930-01-01,1959-01-01,1930,700000.0,1,1,1,1,1,1,1,1,0
Health - Poliomyelitis,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Hobart,Health,1930-01-01,1959-01-01,1930,700000.0,1,1,1,1,1,1,1,1,0
Health - Poliomyelitis,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Melbourne,Health,1930-01-01,1959-01-01,1930,700000.0,1,1,1,1,1,1,1,1,0
Health- Spanish Flu,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Brisbane,Health,1918-01-01,1919-12-31,1918,700000.0,1,1,1,1,1,1,1,1,0
Health- Spanish Flu,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Sydney,Health,1918-01-01,1919-12-31,1918,700000.0,1,1,1,1,1,1,1,1,0
Health- Spanish Flu,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Canberra (ACT),Health,1918-01-01,1919-12-31,1918,700000.0,1,1,1,1,1,1,1,1,0
Health- Spanish Flu,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Adelaide,Health,1918-01-01,1919-12-31,1918,700000.0,1,1,1,1,1,1,1,1,0
Health- Spanish Flu,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Perth,Health,1918-01-01,1919-12-31,1918,700000.0,1,1,1,1,1,1,1,1,0
Health- Spanish Flu,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Darwin,Health,1918-01-01,1919-12-31,1918,700000.0,1,1,1,1,1,1,1,1,0
Health- Spanish Flu,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Hobart,Health,1918-01-01,1919-12-31,1918,700000.0,1,1,1,1,1,1,1,1,0
Health- Spanish Flu,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Melbourne,Health,1918-01-01,1919-12-31,1918,700000.0,1,1,1,1,1,1,1,1,0
Health - Bubonic Plague Sydney,"Queensland , New South Wales , South Australia , Western Australia , Victoria",Brisbane,Health,1900-01-19,1925-01-01,1900,700000.0,1,1,1,0,0,1,0,1,0
Health - Bubonic Plague Sydney,"Queensland , New South Wales , South Australia , Western Australia , Victoria",Sydney,Health,1900-01-19,1925-01-01,1900,700000.0,1,1,1,0,0,1,0,1,0
Health - Bubonic Plague Sydney,"Queensland , New South Wales , South Australia , Western Australia , Victoria",Adelaide,Health,1900-01-19,1925-01-01,1900,700000.0,1,1,1,0,0,1,0,1,0
Health - Bubonic Plague Sydney,"Queensland , New South Wales , South Australia , Western Australia , Victoria",Bunbury,Health,1900-01-19,1925-01-01,1900,700000.0,1,1,1,0,0,1,0,1,0
Health - Bubonic Plague Sydney,"Queensland , New South Wales , South Australia , Western Australia , Victoria",Perth,Health,1900-01-19,1925-01-01,1900,700000.0,1,1,1,0,0,1,0,1,0
Health - Bubonic Plague Sydney,"Queensland , New South Wales , South Australia , Western Australia , Victoria",Melbourne,Health,1900-01-19,1925-01-01,1900,700000.0,1,1,1,0,0,1,0,1,0
Health - Heatwave,"Australia Wide , Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Brisbane,Environment,1895-12-01,1896-02-28,1895,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,"Australia Wide , Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Sydney,Environment,1895-12-01,1896-02-28,1895,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,"Australia Wide , Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Canberra (ACT),Environment,1895-12-01,1896-02-28,1895,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,"Australia Wide , Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Adelaide,Environment,1895-12-01,1896-02-28,1895,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,"Australia Wide , Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Perth,Environment,1895-12-01,1896-02-28,1895,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,"Australia Wide , Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Darwin,Environment,1895-12-01,1896-02-28,1895,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,"Australia Wide , Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Hobart,Environment,1895-12-01,1896-02-28,1895,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,"Australia Wide , Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Melbourne,Environment,1895-12-01,1896-02-28,1895,700000.0,1,1,1,1,1,1,1,1,0
Health - South-Eastern Australia Heatwave,National,National,Health,2014-01-07,2014-01-22,2014,37000000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,National,National,Health,1926-12-26,1927-01-27,1926,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,National,National,Health,2012-12-28,2013-01-10,2012,124688000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Brisbane,Health,1938-12-01,1939-02-28,1938,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Sydney,Health,1938-12-01,1939-02-28,1938,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Canberra (ACT),Health,1938-12-01,1939-02-28,1938,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Adelaide,Health,1938-12-01,1939-02-28,1938,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Perth,Health,1938-12-01,1939-02-28,1938,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Darwin,Health,1938-12-01,1939-02-28,1938,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Hobart,Health,1938-12-01,1939-02-28,1938,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Melbourne,Health,1938-12-01,1939-02-28,1938,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Brisbane,Health,1926-12-01,1927-02-28,1926,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Sydney,Health,1926-12-01,1927-02-28,1926,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Canberra (ACT),Health,1926-12-01,1927-02-28,1926,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Adelaide,Health,1926-12-01,1927-02-28,1926,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Perth,Health,1926-12-01,1927-02-28,1926,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Darwin,Health,1926-12-01,1927-02-28,1926,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Hobart,Health,1926-12-01,1927-02-28,1926,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Melbourne,Health,1926-12-01,1927-02-28,1926,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Brisbane,Health,1920-12-01,1921-02-28,1920,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Sydney,Health,1920-12-01,1921-02-28,1920,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Canberra (ACT),Health,1920-12-01,1921-02-28,1920,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Adelaide,Health,1920-12-01,1921-02-28,1920,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Perth,Health,1920-12-01,1921-02-28,1920,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Darwin,Health,1920-12-01,1921-02-28,1920,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Hobart,Health,1920-12-01,1921-02-28,1920,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Melbourne,Health,1920-12-01,1921-02-28,1920,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Brisbane,Health,1913-12-01,1914-02-28,1913,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Sydney,Health,1913-12-01,1914-02-28,1913,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Canberra (ACT),Health,1913-12-01,1914-02-28,1913,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Adelaide,Health,1913-12-01,1914-02-28,1913,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Perth,Health,1913-12-01,1914-02-28,1913,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Darwin,Health,1913-12-01,1914-02-28,1913,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Hobart,Health,1913-12-01,1914-02-28,1913,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Melbourne,Health,1913-12-01,1914-02-28,1913,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Brisbane,Health,1911-12-01,1912-02-28,1911,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Sydney,Health,1911-12-01,1912-02-28,1911,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Canberra (ACT),Health,1911-12-01,1912-02-28,1911,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Adelaide,Health,1911-12-01,1912-02-28,1911,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Perth,Health,1911-12-01,1912-02-28,1911,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Darwin,Health,1911-12-01,1912-02-28,1911,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Hobart,Health,1911-12-01,1912-02-28,1911,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwave,National,Melbourne,Health,1911-12-01,1912-02-28,1911,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwaves,National,Brisbane,Health,1909-12-09,1910-02-10,1909,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwaves,National,Sydney,Health,1909-12-09,1910-02-10,1909,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwaves,National,Canberra (ACT),Health,1909-12-09,1910-02-10,1909,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwaves,National,Adelaide,Health,1909-12-09,1910-02-10,1909,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwaves,National,Perth,Health,1909-12-09,1910-02-10,1909,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwaves,National,Darwin,Health,1909-12-09,1910-02-10,1909,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwaves,National,Hobart,Health,1909-12-09,1910-02-10,1909,700000.0,1,1,1,1,1,1,1,1,0
Health - Heatwaves,National,Melbourne,Health,1909-12-09,1910-02-10,1909,700000.0,1,1,1,1,1,1,1,1,0
Health - Melbourne heatwave,Victoria,Melbourne,Health,1907-12-01,1908-02-28,1907,700000.0,0,1,0,0,0,0,0,0,0
Flood - Bolwarra,New South Wales,Sydney,Flood,1857-07-28,1857-07-29,1857,700000.0,1,0,0,0,0,0,0,0,0
Flood - Southern Tasmania,Tasmania,Hobart,Flood,1854-02-26,1854-03-22,1854,700000.0,0,0,0,0,1,0,0,0,0
Flood - Gundagai,New South Wales,Canberra (NSW),Flood,1852-06-25,1852-06-25,1852,700000.0,1,0,0,0,0,0,0,0,0
Flood - Mid-North South Australia,South Australia,Adelaide,Flood,1889-04-14,1889-04-19,1889,700000.0,0,0,0,0,0,1,0,0,0
Flood - Mid-North South Australia,South Australia,Leigh Creek,Flood,1889-04-14,1889-04-19,1889,700000.0,0,0,0,0,0,1,0,0,0
Flood - Mid-North South Australia,South Australia,Murray Bridge (SA),Flood,1889-04-14,1889-04-19,1889,700000.0,0,0,0,0,0,1,0,0,0
Flood - Araluen and Braidwood,New South Wales,Wollongong,Flood,1860-02-08,1860-02-13,1860,700000.0,1,0,0,0,0,0,0,0,0
Flood -  Widespread New South Wales (including Queensland and South Australia),New South Wales,Bourke,Flood,1890-04-01,1890-10-01,1890,700000.0,1,0,0,0,0,0,0,0,0
Flood -  Widespread New South Wales (including Queensland and South Australia),New South Wales,Broken Hill,Flood,1890-04-01,1890-10-01,1890,700000.0,1,0,0,0,0,0,0,0,0
Flood -  Widespread New South Wales (including Queensland and South Australia),New South Wales,Danggali (NSW),Flood,1890-04-01,1890-10-01,1890,700000.0,1,0,0,0,0,0,0,0,0
Flood -  Widespread New South Wales (including Queensland and South Australia),New South Wales,Swan Hill (NSW),Flood,1890-04-01,1890-10-01,1890,700000.0,1,0,0,0,0,0,0,0,0
"Flood - Black February. Brisbane, Ipswich and Maryborough",Queensland,Brisbane,Flood,1893-02-01,1893-02-15,1893,700000.0,0,0,1,0,0,0,0,0,0
"Flood - Black February. Brisbane, Ipswich and Maryborough",Queensland,Bundaberg,Flood,1893-02-01,1893-02-15,1893,700000.0,0,0,1,0,0,0,0,0,0
Flood - Maitland,New South Wales,Maitland,Flood,1893-03-09,,1893,700000.0,1,0,0,0,0,0,0,0,0
Flood - Katherine and Daly River,Northern Territory,Katherine,Flood,1879-02-01,1879-02-01,1879,700000.0,0,0,0,0,0,0,1,0,0
Flood - Katherine and Daly River,Northern Territory,Victoria River,Flood,1879-02-01,1879-02-01,1879,700000.0,0,0,0,0,0,0,1,0,0
Flood - Clermont and Peak Downs,Queensland,Clermont,Flood,1870-02-01,1870-02-01,1870,700000.0,0,0,1,0,0,0,0,0,0
Flood - Widespread New South Wales and Queensland,New South Wales,New South Wales,Flood,1863-02-14,1863-02-28,1863,700000.0,1,0,0,0,0,0,0,0,0
Flood - Nowra,New South Wales,Wollongong,Flood,1860-01-01,1860-01-01,1860,700000.0,1,0,0,0,0,0,0,0,0
South-east Queensland Heavy rainfall and floods,Queensland,Queensland,Flood,2020-02-08,2020-02-14,2020,896000000.0,0,0,1,0,0,0,0,0,0
Flood - Hobart flash flooding,Tasmania,Hobart,Flood,2018-05-10,2018-05-10,2018,137000000.0,0,0,0,0,1,0,0,0,0
Flood - south-eastern Australia,National,National,Flood,2016-09-01,2016-09-30,2016,180000000.0,1,1,1,1,1,1,1,1,0
"Flood - Tasmania, 2016",Tasmania,Mersey,Flood,2016-06-01,2016-07-31,2016,180000000.0,0,0,0,0,1,0,0,0,0
"Flood - Tasmania, 2016",Tasmania,Forth,Flood,2016-06-01,2016-07-31,2016,180000000.0,0,0,0,0,1,0,0,0,0
"Flood - Tasmania, 2016",Tasmania,Meander,Flood,2016-06-01,2016-07-31,2016,180000000.0,0,0,0,0,1,0,0,0,0
"Flood - Tasmania, 2016",Tasmania,North Esk,Flood,2016-06-01,2016-07-31,2016,180000000.0,0,0,0,0,1,0,0,0,0
"Flood - Tasmania, 2016",Tasmania,South Esk,Flood,2016-06-01,2016-07-31,2016,180000000.0,0,0,0,0,1,0,0,0,0
"Flood - Tasmania, 2016",Tasmania,Macquarie,Flood,2016-06-01,2016-07-31,2016,180000000.0,0,0,0,0,1,0,0,0,0
"Flood - Tasmania, 2016",Tasmania,Ouse,Flood,2016-06-01,2016-07-31,2016,180000000.0,0,0,0,0,1,0,0,0,0
"Flood - Tasmania, 2016",Tasmania,Huon and Derwent Rivers,Flood,2016-06-01,2016-07-31,2016,180000000.0,0,0,0,0,1,0,0,0,0
Flood - Victoria,Victoria,Cooma (VIC),Flood,2012-02-26,2012-03-15,2012,108212000.0,0,1,0,0,0,0,0,0,0
Flood - New South Wales,New South Wales,Bourke,Flood,2012-01-24,2012-03-13,2012,108212000.0,1,0,0,0,0,0,0,0,0
Flood - New South Wales,New South Wales,Broken Hill,Flood,2012-01-24,2012-03-13,2012,108212000.0,1,0,0,0,0,0,0,0,0
Flood - New South Wales,New South Wales,Canberra (NSW),Flood,2012-01-24,2012-03-13,2012,108212000.0,1,0,0,0,0,0,0,0,0
Flood - New South Wales,New South Wales,Cooma (NSW),Flood,2012-01-24,2012-03-13,2012,108212000.0,1,0,0,0,0,0,0,0,0
Flood - New South Wales,New South Wales,Dubbo,Flood,2012-01-24,2012-03-13,2012,108212000.0,1,0,0,0,0,0,0,0,0
Flood - New South Wales,New South Wales,Narrabi,Flood,2012-01-24,2012-03-13,2012,108212000.0,1,0,0,0,0,0,0,0,0
Flood - New South Wales,New South Wales,Swan Hill (NSW),Flood,2012-01-24,2012-03-13,2012,108212000.0,1,0,0,0,0,0,0,0,0
Flood - New South Wales,New South Wales,Sydney,Flood,2012-01-24,2012-03-13,2012,108212000.0,1,0,0,0,0,0,0,0,0
Flood - New South Wales,New South Wales,Tamworth,Flood,2012-01-24,2012-03-13,2012,108212000.0,1,0,0,0,0,0,0,0,0
Flood - New South Wales,New South Wales,Tibooburra (NSW),Flood,2012-01-24,2012-03-13,2012,108212000.0,1,0,0,0,0,0,0,0,0
Flood - New South Wales,New South Wales,Wollongong,Flood,2012-01-24,2012-03-13,2012,108212000.0,1,0,0,0,0,0,0,0,0
Flood - Queensland,Queensland,Cairns,Flood,2012-01-24,2012-03-13,2012,124688000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Cape York,Flood,2012-01-24,2012-03-13,2012,124688000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Charters Towers,Flood,2012-01-24,2012-03-13,2012,124688000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Cooktown,Flood,2012-01-24,2012-03-13,2012,124688000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Gunpowder,Flood,2012-01-24,2012-03-13,2012,124688000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Mackay,Flood,2012-01-24,2012-03-13,2012,124688000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Mitchell River,Flood,2012-01-24,2012-03-13,2012,124688000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Mornington Island,Flood,2012-01-24,2012-03-13,2012,124688000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Normanton,Flood,2012-01-24,2012-03-13,2012,124688000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Torres Strait,Flood,2012-01-24,2012-03-13,2012,124688000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Townsville,Flood,2012-01-24,2012-03-13,2012,124688000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Weipa,Flood,2012-01-24,2012-03-13,2012,124688000.0,0,0,1,0,0,0,0,0,0
Flood - Northern NSW - Moree,New South Wales,Moree (NSW),Flood,2011-11-27,2011-12-04,2011,122465000.0,1,0,0,0,0,0,0,0,0
Flood - Northern NSW - Moree,New South Wales,Narrabi,Flood,2011-11-27,2011-12-04,2011,122465000.0,1,0,0,0,0,0,0,0,0
Flood - Northern NSW - Moree,New South Wales,Tamworth,Flood,2011-11-27,2011-12-04,2011,122465000.0,1,0,0,0,0,0,0,0,0
Flood - Victoria ,Victoria,Mount Gambier (VIC),Flood,2011-01-12,2011-01-18,2011,122465000.0,0,1,0,0,0,0,0,0,0
Flood - Victoria ,Victoria,Murray Bridge (VIC),Flood,2011-01-12,2011-01-18,2011,122465000.0,0,1,0,0,0,0,0,0,0
Flood - Victoria ,Victoria,Swan Hill (VIC),Flood,2011-01-12,2011-01-18,2011,122465000.0,0,1,0,0,0,0,0,0,0
Flood - Victoria ,Victoria,Melbourne,Flood,2011-01-12,2011-01-18,2011,122465000.0,0,1,0,0,0,0,0,0,0
"Flood - Warum, Kimberly",Western Australia,Kimberly,Flood,2011-03-10,2011-03-14,2011,17500000.0,0,0,0,0,0,0,0,1,0
Flood - Queensland,Queensland,Brisbane,Flood,2010-11-30,2011-01-17,2010,2380000000.0,0,0,1,0,0,0,0,0,0
Flood - Gascoyne river,Western Australia,Gascoyne River,Flood,2010-12-16,2010-12-18,2010,90000000.0,0,0,0,0,0,0,0,1,0
Flood - Queensland ,Queensland,Blackall,Flood,2010-02-28,2010-03-05,2010,46700000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland ,Queensland,Brisbane,Flood,2010-02-28,2010-03-05,2010,46700000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland ,Queensland,Charleville,Flood,2010-02-28,2010-03-05,2010,46700000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland ,Queensland,Clermont,Flood,2010-02-28,2010-03-05,2010,46700000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland ,Queensland,Eromanga,Flood,2010-02-28,2010-03-05,2010,46700000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland ,Queensland,Moree (QLD),Flood,2010-02-28,2010-03-05,2010,46700000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland ,Queensland,Roma,Flood,2010-02-28,2010-03-05,2010,46700000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland ,Queensland,Taroom,Flood,2010-02-28,2010-03-05,2010,46700000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland ,Queensland,Windorah,Flood,2010-02-28,2010-03-05,2010,46700000.0,0,0,1,0,0,0,0,0,0
Flood - Northern New South Wales,New South Wales,Lismore (NSW),Flood,2009-05-20,2009-05-23,2009,48000000.0,1,0,0,0,0,0,0,0,0
Flood - Mid and North Coast ,New South Wales,Tamworth,Flood,2009-03-31,2009-04-02,2009,37000000.0,1,0,0,0,0,0,0,0,0
Flood - North Queensland,Queensland,Cairns,Flood,2009-01-31,2009-02-07,2009,19000000.0,0,0,1,0,0,0,0,0,0
Flood - North Queensland,Queensland,Townsville,Flood,2009-01-31,2009-02-07,2009,19000000.0,0,0,1,0,0,0,0,0,0
Flood - North Queensland ,Queensland,Cairns,Flood,2009-01-12,2009-02-14,2009,19000000.0,0,0,1,0,0,0,0,0,0
Flood - North Queensland ,Queensland,Townsville,Flood,2009-01-12,2009-02-14,2009,19000000.0,0,0,1,0,0,0,0,0,0
Flood - Mackay,Queensland,Blackall,Flood,2008-02-14,2008-02-17,2008,410000000.0,0,0,1,0,0,0,0,0,0
Flood - Mackay,Queensland,Bundaberg,Flood,2008-02-14,2008-02-17,2008,410000000.0,0,0,1,0,0,0,0,0,0
Flood - Mackay,Queensland,Cairns,Flood,2008-02-14,2008-02-17,2008,410000000.0,0,0,1,0,0,0,0,0,0
Flood - Mackay,Queensland,Cape York,Flood,2008-02-14,2008-02-17,2008,410000000.0,0,0,1,0,0,0,0,0,0
Flood - Mackay,Queensland,Charters Towers,Flood,2008-02-14,2008-02-17,2008,410000000.0,0,0,1,0,0,0,0,0,0
Flood - Mackay,Queensland,Clermont,Flood,2008-02-14,2008-02-17,2008,410000000.0,0,0,1,0,0,0,0,0,0
Flood - Mackay,Queensland,Cooktown,Flood,2008-02-14,2008-02-17,2008,410000000.0,0,0,1,0,0,0,0,0,0
Flood - Mackay,Queensland,Croydon,Flood,2008-02-14,2008-02-17,2008,410000000.0,0,0,1,0,0,0,0,0,0
Flood - Mackay,Queensland,Longreach,Flood,2008-02-14,2008-02-17,2008,410000000.0,0,0,1,0,0,0,0,0,0
Flood - Mackay,Queensland,Mackay,Flood,2008-02-14,2008-02-17,2008,410000000.0,0,0,1,0,0,0,0,0,0
Flood - Mackay,Queensland,Mitchell River,Flood,2008-02-14,2008-02-17,2008,410000000.0,0,0,1,0,0,0,0,0,0
Flood - Mackay,Queensland,Normanton,Flood,2008-02-14,2008-02-17,2008,410000000.0,0,0,1,0,0,0,0,0,0
Flood - Mackay,Queensland,Rockhampton,Flood,2008-02-14,2008-02-17,2008,410000000.0,0,0,1,0,0,0,0,0,0
Flood - Mackay,Queensland,Taroom,Flood,2008-02-14,2008-02-17,2008,410000000.0,0,0,1,0,0,0,0,0,0
Flood - Mackay,Queensland,Townsville,Flood,2008-02-14,2008-02-17,2008,410000000.0,0,0,1,0,0,0,0,0,0
Flood - Mackay,Queensland,Weipa,Flood,2008-02-14,2008-02-17,2008,410000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Blackall,Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Bundaberg,Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Cairns,Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
